id,text,withheld
1470070264142651392,"RT @DanCrenshawTX: Using the deaths of hundreds to further your insane climate narrative. 

You’re disgusting.",
1470070261537988618,"The pandemic has given us an undeniable preview of how neoliberalism will deal with the looming crisis of climate change.

It will happily sacrifice the poor and vulnerable while profiting wildly off the resulting chaos and suffering.",
1470070257880498178,RT @SenWhitehouse: Dark money groups have empowered the far-right to reshape our judiciary in secret. Is it any surprise that the same orgs…,
1470070257003945991,"RT @NatStClair: While the Biden Administration is wholly unwilling to discuss – much less address – livestock’s role in the climate crisis,…",
1470070252771889152,RT @thebradfordfile: The same people who can't fix the supply chain claim they can alter global climate.,
1470070252046151684,@tribelaw Could this also be applied to fossil fuels industry - climate change damages?,
1470070250561585155,"Hey @SenRandPaul Does this mean you'll start voting to help other states when they are ravaged by climate? Asking for New Jersey.

#RandPaulIsADisgrace #RandPaul #RandPaulIsATool",
1470070248862892036,"RT @FoxNews: Roundup of liberals saying horrible things about tornado, blaming GOP

https://t.co/wcJIYeZ8lZ",
1470070246581145605,"RT @katestarbird: Maria Ressa: “Without facts, you can’t have truth. Without truth, you can’t have trust. Without trust, we have no shared…",
1470070245427761152,"RT @MrMatthewTodd: I find it absolutely insane that activists, normal people, and scientists - SCIENTISTS - have to fight to get media and…",
1470070241879285766,RT @thebradfordfile: The same people who can't fix the supply chain claim they can alter global climate.,
1470070241531031557,"@Madisontx76 First question to the climate changers should be, just how is the money going to stop Nature?",
1470070240579145729,RT @tomaskenn: South Florida Republicans @RepMariaSalazar and @RepCarlos voted no on infrastructure funding to deal with climate change des…,
1470070237768806400,@geoquery @MattWalshBlog There are only theories about climate change. I believe there is always times of climate change. I do t believe man controls the climate.,
1470070237538271236,"RT @POTUS: Lowering the costs of child care, elder care, housing, health care, prescription drugs — and meeting the moment on climate chang…",
1470070237190148100,RT @lavern_spicer: You gotta laugh that the party that can’t end Covid wants you to believe they can fix climate change AKA WEATHER!🤦🏾‍♀️😂,
1470070236045004800,"RT @sdgnigeria: UN: To address the climate crisis, we need to decrease our use of oil, coal &amp; gas.

Phasing out fossil fuels will improve o…",
1470070235151867907,"https://t.co/3fjzv9AKfZ

@GretaThunberg 
In order for mankind to truly -1℃ respond to the climate crisis, 
 mankind must use the #ClimateActionScience rather than just shouting slogans. 

KOREA Science Team

https://t.co/P8HIXmBWzj",
1470070234765828101,"RT @SkyNews: 🐠 These noisy fish are helping save the coral reef. 

Scientists are now measuring the health of regrown reefs by how loud the…",
1470070232501059584,"RT @Greenpeace: “We cannot to adapt to starvation. We cannot adapt to extinction, we cannot adapt to lost cultures, lost traditions, to los…",
1470070225957576708,RT @MikeHudema: 11 billion tons of Greenland ice melted in just one day last year - equivalent to 4 million Olympic size swimming pools. Th…,
1470070224854700036,"RT @GBullstein: Lewis Hamilton is no longer F1 World Champion due to racism, climate change and Brexit.",
1470070222271008769,"@ADnl Climate-change turbo 
PANDEMIC EXPLAINED
https://t.co/kyYXZTfzyi https://t.co/W7dSynbRaX",
1470070221562073096,"The Man Who Predicted Climate Change
Used an I.B.M. 7030 (designed, at the request of the Pentagon, to simulate the effects of the hydrogen bomb) that weighed about thirty-five tons, and was cooled by an air conditioner the size of a studio apartment. https://t.co/Z8tMnsnHTD",
1470070221486518272,"RT @ClimateHuman: Everyone, I am begging you: Every time you learn of a new climate-related disaster, please recognize that it will get wor…",
1470070219246866437,"RT @CreativeScty: Why is the #truth about #Climate silenced? Are we, as humanity, aware of the #GlobalCrisis that is overtaking the world?…",
1470070217074044939,This is what climate action looks like. https://t.co/SUpX5KYR3g,
1470070216742875142,"RT @TeamPelosi: Democrats delivering on our promise to #BuildBackBetter by investing in mass transit will:

🌎 Reduce emissions to tackle cl…",
1470070212439547905,"RT @FordJohnathan5: Democrat Talking Points 

Fasting growing economy in 52 years!
Ended war in Afghan! 
6 million news Jobs!
Reduced Defic…",
1470070211705507846,RT @PJMedia_com: It's Not a Weather Tragedy Until the Left Blames It On Climate Change https://t.co/blmdynsDXe,
1470070211021836293,"RT @GBullstein: Lewis Hamilton is no longer F1 World Champion due to racism, climate change and Brexit.",
1470070210623328264,RT @bellausa17: So true! Thinking humans can stop climate change is like thinking a human can stand on the edge of a beach &amp; live through a…,
1470070210182926341,RT @NaomiOreskes: Climate anxiety in children and young people and their beliefs about government responses to climate change: a global sur…,
1470070205187510275,"@HaleyLive But tornadoes in December are normal with El nina cycles... its these lies that cause people to struggle with accepting climate change (which I do believe in btw).

Politicians...",
1470070203526488065,"FEMA Official Warns Bigger Tornadoes the 'New Normal,' Linked to Climate Change https://t.co/4hFAsuUlIe",
1470070198791069696,"@ClaireDerozier @stealth_camper @lindsay62122032 @KelleyAshbyPaul F no. Imagine living under politicians that do not believe in science - vaccines, Climate Change, expanding healthcare, expanding and not denying voting rights- believing in true Democracy. Please. Says a lot when people elect these kind of people, wouldn't want them my neighbors",
1470070198296358919,"RT @bergerbell: At some point we need to acknowledge that defending even the most absurd, anti-scientific restrictions (here: masks require…",
1470070198178914305,"#HealthForAll + upholding #DisabilityRights + inclusive education + political participation + prioritising marginalised groups in climate change = a fairer, more sustainable world 🌎 #ItsAllConnected #UHCDay https://t.co/PmJwzW9DNp",
1470070195960135686,RT @YAppelbaum: “The lawmakers fighting hardest to block the change are Democrats like Menendez who otherwise support combatting climate ch…,
1470070193942675468,"RT @mtgreenee: There is no amount of taxes and government policies that will stop tornadoes.

The climate just changes.

It’s been changing…",
1470070193103773697,"RT @NathanMackBrown: ⚠️ WARNING ⚠️ 

Just because our society is traumatized by COVID doesn’t mean 30 tornadoes across six states is normal…",
1470070190469615617,"RT @NathanMackBrown: ⚠️ WARNING ⚠️ 

Just because our society is traumatized by COVID doesn’t mean 30 tornadoes across six states is normal…",
1470070188179656705,"RT @DanCrenshawTX: Using the deaths of hundreds to further your insane climate narrative. 

You’re disgusting.",
1470070183997935616,RT @geoffpilkington: “The difference between Britain and Germany—and between Germany’s own rhetoric and its record—can be traced to one fat…,
1470070183590957066,"RT @RealPatriot56: Joe Biden says we have $2 gas, said a hurricane ravaged Mayfield Kentucky because of climate change, and that America is…",
1470070182118887429,"RT @ResistLine3: If this doesn’t show how minuscule our climate spending is in a massive capitalist system, I don’t know what will.",
1470070181028413447,RT @morcos_pierre: Tomorrow’s referendum will be the third and last vote. The political climate is tense nonetheless. Pro-independence forc…,
1470070180579622921,RT @RedactedTonight: We have 10 years until the point of no return for climate change - meaning our extinction is guaranteed at that point.…,
1470070179921109002,"SAY NO TO CLIMATE APARTHEID! 

#ClimateMarchKarachi2021 https://t.co/XUIIQVP0hb",
1470070176536276999,@MattWalshBlog I've always wondered which one of Noah's sons was the whiney one complaining about climate change.,
1470070176112648196,"RT @ClimateHuman: Everyone, I am begging you: Every time you learn of a new climate-related disaster, please recognize that it will get wor…",
1470070175688912901,"RT @GBullstein: Lewis Hamilton is no longer F1 World Champion due to racism, climate change and Brexit.",
1470070173428330504,@GeorgeMonbiot Classify it as climate change😉😉,
1470070170051821572,"RT @TakenByThePiper: @DanGrossmanGA @SamBarber1910 I completely feel politically homeless. I could never bring myself to vote GOP, especial…",
1470070167723859971,"The radical and insanely quick transformation of Paris streets is a direct challenge that change must be slow. No - we can mitigate the climate disaster and road violence and we can start doing it now. If a city as massive as Paris can do it, everywhere can. No more excuses.",
1470070167149367299,@Breaking911 The fact is a warming climate has nothing to do with your disgusting response to people dying. But hey you murdered 7 innocent Afghanis without remorse or consequence so you're true nature persists.,
1470070166197346315,RT @Infosys: How can the private sector smartly invest in climate solutions while mitigating climate risk? Discover more: https://t.co/UYoX…,
1470070163764662275,"RT @POTUS: Lowering the costs of child care, elder care, housing, health care, prescription drugs — and meeting the moment on climate chang…",
1470070163038896131,"RT @FoxNews: Biden uses tornado tragedy to push climate agenda, suggests storms are ‘consequence of the warming’

https://t.co/BXMHODaFk6",
1470070160404856832,"RT @xr_cambridge: Tornado 'season' in the US is April, May, June. We don't need a bloody attribution study and hand wringing over whether t…",
1470070158408486912,"RT @GBullstein: Lewis Hamilton is no longer F1 World Champion due to racism, climate change and Brexit.",
1470070157309403142,"@DonaldJTrumpJr He is not going because he is to busy visiting all the states that just got hit by a non climate changing tornado, have fun at the game junior",
1470070151919722511,"@RepHagedorn The Daily Caller has published false stories on multiple occasions. The website publishes articles that dispute the scientific consensus on climate change. Until 2018, the website had also published articles by white supremacists such as Jason Kessler and Peter Brimelow.",
1470070151689162756,"RT @SpeakerPelosi: Six years ago, the world came together in Paris to forge a commitment to combating the climate crisis. And just last mon…",
1470070150577729537,@SoccerDadCO @Breaking911 Does any other uneducated person want to ask me questions about climate change I will be glad to answer and prove your answers inaccurate,
1470070149013192713,RT @WeatherProf: What does the latest research say about climate’s impact (both natural and man-made) on #Tornado outbreaks? We discuss on…,
1470070144995102727,"RT @DanCrenshawTX: Using the deaths of hundreds to further your insane climate narrative. 

You’re disgusting.",
1470070141807435789,"RT @StandForPlanet: Climate Is More Important Then Fossil Fuels Profits!!! 
Please Put This Into Your Mind
#StandForPlanet #FaceTheClimateE…",
1470070137780903949,@SubQur @Heifer @Cargill @M4Dev @YSTZMQ #stopanimalgifting. Stop contributing to the climate crisis. Promote #plantbased.,
1470070137374093317,"RT @POTUS: Lowering the costs of child care, elder care, housing, health care, prescription drugs — and meeting the moment on climate chang…",
1470070132932325382,RT @wildweatherdan: Had a lot of questions about #climate change articles in the popular press recently. A lot of people do not get the bas…,
1470070131908915214,RT @lucasbergkamp: https://t.co/nd6IKlTKoH,
1470070131636252674,"RT @ClimateHuman: Everyone, I am begging you: Every time you learn of a new climate-related disaster, please recognize that it will get wor…",
1470070130168131585,#Nuclear can’t deliver on #climate | Beyond Nuclear International https://t.co/39gJD0zw9p,
1470070118512275456,@BurtThaxton @Ojeda4America Tornados can happen at any temperature. Climate change and temp increases doesn't make more tornados happen.,
1470070117761527811,"@ChristianM_28 If you’re asking whether it’s climate change or not, it’s hard to say.  Climate doesn’t work that way because it’s a long term measurement so one storm isn’t evidence for or against necessarily.  But it definitely was not a normal tornado.",
1470070117740408833,"Shift just ended, with climate action, going through heartbreaking work in my portfolio, making art Christmas presents, a pixel painting and researching all morning. Won't share the gifts but I made one of my friends really happy with their painting. So it was all worth it.",
1470070116700274691,"@FaceTheNation ""..may have been..."" is more head in the sand climate change denial.",
1470070108588589062,@RobertKennedyJr fyi coverage of activist networking in an upcoming book on the Anti-Geoengineering Movement https://t.co/Iem8yGqLM9 #PREVIEW https://t.co/hjTWKyAuvE,
1470070105941942277,"RT @POTUS: Lowering the costs of child care, elder care, housing, health care, prescription drugs — and meeting the moment on climate chang…",
1470070104448802818,RT @SenCapito: It’s incredibly telling that the first line in Democrats' HOMELAND SECURITY funding bill talks about climate change and not…,
1470070103450468357,"RT @Lorenze42: How sad Biden is exploiting the suffering of citizens to further his political agenda; But even sadder, there are people stu…",
1470070101407944709,"RT @HopeisaBison: @2RawTooReal 💯

Mocking the VP's name and Blackness...especially w/ the current, toxic climate is not a joke. I'm sick of…",
1470070100380237833,@MattWalshBlog Climate change is a new religion with Fauci as their deity. https://t.co/214I2mSdMA,
1470070100275470345,"Mohamed EL-Erian , Allianz Chief Economic Advisor, said supply disruption caused inflation, but the Federal Reserve's failure to address it with monetary policies Also said #BuildBackBetter  will help reduce #inflation by increasing work participation &amp; address climate change.",
1470070099935567876,"@LeftiesBlow @TADinKaty @alweezright @Breaking911 It’s honestly incredible you think the autumn temperature in Tokyo refutes the idea the planet is warming. https://t.co/5DeBeRJrsB here, talk to NASA",
1470070098685833223,"RT @ClimateHuman: Everyone, I am begging you: Every time you learn of a new climate-related disaster, please recognize that it will get wor…",
1470070098215976965,RT @thebradfordfile: The same people who can't fix the supply chain claim they can alter global climate.,
1470070097339367432,"@hedgehognavel that frog is clearly wearing a scarf, in what climate are there lemons being harvested in winter that necessitates wearing a scarf",
1470070096177426433,@freedomspeech50 Yep. Climate change made that guy a lot of money. Biggest scam ever. Until they came up with the plandemic.,
1470070089923940352,"RT @JesseKellyDC: As we speak, wives, fathers, and mothers are finding out their loved ones aren’t ever coming home again in Kentucky.

Joe…",
1470070088942465034,Biden calls on EPA to investigate role of climate crisis in deadly tornadoes https://t.co/DNMTrvQ0CO,
1470070083057864709,"RT @thebradfordfile: If you're blaming ""climate change"" for some tornadoes before all the dead bodies are found in Kentucky, you are an unh…",
1470070082990751754,"RT @natsechobbyist: Climate Change: What does it look like?

This is absolutely heartbreaking &amp; it's a direct result of climate change. Bel…",
1470070078892822537,"RT @DanCrenshawTX: Using the deaths of hundreds to further your insane climate narrative. 

You’re disgusting.",
1470070074971238400,RT @tomaskenn: South Florida Republicans @RepMariaSalazar and @RepCarlos voted no on infrastructure funding to deal with climate change des…,
1470070072161021958,RT @sciencetargets: A global study by @CDP has found that just 200 companies - less than 2% of those that provided information - scored an…,
1470070070810320896,@PeterSweden7 I know!! It's scary!  The climate changes..oh no.  Lions and tigers and bears oh my!,
1470070070630043650,"RT @Independent: Kentucky tornadoes: 

More than 80 dead in storm dubbed ‘longest and deadliest’ in US history
https://t.co/XaXnEPiJaR",
